Gene,TSS,Phenotype,P Value,Gene Score,Hit Class,External
C16orf80,C16orf80,-10.01421855,0.002955625,-25.32947084,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=C16orf80+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=C16orf80)
TRAPPC3,TRAPPC3,-9.943128593,0.002955625,-25.14965941,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=TRAPPC3+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRAPPC3)
RRM2,RRM2,-9.919110203,0.002928316,-25.12889529,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=RRM2+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=RRM2)
TRMT10C,TRMT10C,-12.01355649,0.008123115,-25.11166569,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=TRMT10C+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRMT10C)
EFTUD1,EFTUD1,-9.880250122,0.002955625,-24.9906177,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=EFTUD1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=EFTUD1)
SPCS3,SPCS3_P1,-9.929330921,0.003121133,-24.87980208,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=SPCS3+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPCS3)
AMIGO3,AMIGO3_P1,-9.743112345,0.002909058,-24.71094579,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=AMIGO3+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=AMIGO3)
NAF1,NAF1,-10.59825956,0.004662747,-24.70833833,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=NAF1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=NAF1)
SRP9,SRP9,-9.838419837,0.003121133,-24.6520073,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=SRP9+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRP9)
DMAP1,DMAP1,-9.811854954,0.003112104,-24.59778904,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=DMAP1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=DMAP1)
RBM10,RBM10,-9.700131266,0.002955625,-24.53503394,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=RBM10+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBM10)
SMARCC1,SMARCC1,-9.693951041,0.002955619,-24.51940954,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=SMARCC1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMARCC1)
YKT6,YKT6,-9.662055047,0.003052527,-24.30335858,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=YKT6+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=YKT6)
RRM1,RRM1,-9.686917466,0.00321191,-24.15177717,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=RRM1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=RRM1)
TFAM,TFAM,-9.628784539,0.003138757,-24.10318096,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=TFAM+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=TFAM)
MARS2,MARS2,-9.90131441,0.003855447,-23.90103258,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=MARS2+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=MARS2)
ZCRB1,ZCRB1,-9.405771889,0.002955625,-23.79049584,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=ZCRB1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZCRB1)
GTF2E1,GTF2E1,-9.468080895,0.003191143,-23.63283865,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=GTF2E1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=GTF2E1)
BET1,BET1,-9.334273474,0.003052527,-23.47887631,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=BET1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=BET1)
SPRR4,SPRR4,-9.638015472,0.00366912,-23.47278975,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=SPRR4+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPRR4)
SNRPA1,SNRPA1,-9.317470855,0.003032944,-23.46265491,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=SNRPA1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNRPA1)
PSMG3,PSMG3_P1,-9.351221849,0.003121133,-23.43124131,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=PSMG3+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMG3)
SKIV2L2,SKIV2L2,-10.85689176,0.007048813,-23.36277196,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=SKIV2L2+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=SKIV2L2)
SAMM50,SAMM50,-11.85754755,0.010728196,-23.35312324,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=SAMM50+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=SAMM50)
MEAF6,MEAF6,-9.117649514,0.002955625,-23.06173331,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=MEAF6+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=MEAF6)
RPAP1,RPAP1,-9.336792003,0.003447937,-22.99129688,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=RPAP1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPAP1)
NDUFAB1,NDUFAB1,-9.323326519,0.003447937,-22.95813892,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=NDUFAB1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFAB1)
ELP4,ELP4,-10.11865444,0.005405274,-22.94083419,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=ELP4+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=ELP4)
PKMYT1,PKMYT1,-9.047745941,0.002955625,-22.88492266,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=PKMYT1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=PKMYT1)
PPP1CB,PPP1CB,-9.084015463,0.003032944,-22.87478258,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=PPP1CB+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP1CB)
RPGRIP1L,RPGRIP1L,-10.41369768,0.006409774,-22.83887726,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=RPGRIP1L+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPGRIP1L)
HSPE1-MOB4,HSPE1-MOB4,-9.140384064,0.003191143,-22.81488976,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=HSPE1-MOB4+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPE1-MOB4)
GNB2L1,GNB2L1,-9.157501923,0.003262581,-22.76956714,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=GNB2L1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=GNB2L1)
RNPC3,RNPC3,-9.044618966,0.003112104,-22.67436996,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=RNPC3+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNPC3)
EXOC5,EXOC5,-8.993272169,0.003052527,-22.62114191,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=EXOC5+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=EXOC5)
ARPC1A,ARPC1A,-8.896411358,0.002928316,-22.53800844,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=ARPC1A+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARPC1A)
SNRNP48,SNRNP48,-9.259693845,0.003816442,-22.39310071,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=SNRNP48+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNRNP48)
NFYC,NFYC,-8.87446406,0.003121133,-22.23663519,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=NFYC+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=NFYC)
EXOC1,EXOC1,-9.27854637,0.004013798,-22.23552092,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=EXOC1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=EXOC1)
NCKAP1,NCKAP1,-10.34478644,0.00717912,-22.17848531,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=NCKAP1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=NCKAP1)
MRPL35,MRPL35,-8.743604809,0.002955619,-22.11564988,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=MRPL35+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPL35)
TAF13,TAF13,-8.730040177,0.002955625,-22.08133335,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=TAF13+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAF13)
PSMG4,PSMG4,-8.767960471,0.003052527,-22.05440626,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=PSMG4+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMG4)
C5orf55,C5orf55,-8.98179134,0.003518745,-22.03783316,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=C5orf55+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=C5orf55)
TRAPPC5,TRAPPC5,-8.789673035,0.003193144,-21.93710337,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=TRAPPC5+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRAPPC5)
CAMLG,CAMLG,-8.669119243,0.002955625,-21.92724295,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=CAMLG+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAMLG)
THAP1,THAP1,-8.643603464,0.002955625,-21.86270459,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=THAP1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=THAP1)
PPP2R2A,PPP2R2A,-8.642849262,0.002955625,-21.86079695,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=PPP2R2A+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP2R2A)
WTH3DI,WTH3DI,-9.864005104,0.006108705,-21.83940889,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=WTH3DI+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=WTH3DI)
PRPF40A,PRPF40A,-8.654619908,0.003032944,-21.79350635,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=PRPF40A+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRPF40A)
ZRSR2,ZRSR2,-8.615808129,0.002955625,-21.79240044,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=ZRSR2+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZRSR2)
ARL8A,ARL8A,-8.672710604,0.003121133,-21.73110405,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=ARL8A+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARL8A)
ASNA1,ASNA1,-8.583021498,0.002955625,-21.70947155,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=ASNA1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=ASNA1)
COG6,COG6,-8.621129919,0.003035542,-21.70596805,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=COG6+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=COG6)
DYNC1H1,DYNC1H1,-9.806759425,0.006138632,-21.69185001,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=DYNC1H1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=DYNC1H1)
CAPZB,CAPZB,-8.988645262,0.003888675,-21.66441844,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=CAPZB+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAPZB)
STRN4,STRN4,-8.886168608,0.003825316,-21.48082541,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=STRN4+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=STRN4)
USP8,USP8,-8.500413423,0.003052527,-21.38143433,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=USP8+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=USP8)
CCT6A,CCT6A,-11.87119099,0.016061883,-21.29933304,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=CCT6A+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCT6A)
DGCR14,DGCR14,-8.394428455,0.002955625,-21.23245361,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=DGCR14+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=DGCR14)
EIF4G2,EIF4G2_P1,-8.45414436,0.003121133,-21.1834453,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=EIF4G2+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF4G2)
TAF1C,TAF1C,-8.439036578,0.003112104,-21.15620771,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=TAF1C+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAF1C)
HNRNPUL1,HNRNPUL1,-8.424003369,0.003193144,-21.02447178,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=HNRNPUL1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=HNRNPUL1)
NSMCE4A,NSMCE4A,-8.273620438,0.002955625,-20.92688776,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=NSMCE4A+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=NSMCE4A)
MRPL52,MRPL52,-8.247407234,0.002955619,-20.8605918,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=MRPL52+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPL52)
SACM1L,SACM1L,-8.2450709,0.002955625,-20.85467597,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=SACM1L+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=SACM1L)
BRD8,BRD8,-8.225289604,0.002955619,-20.80464854,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=BRD8+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=BRD8)
LSM7,LSM7,-8.793088132,0.004327259,-20.78498815,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=LSM7+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=LSM7)
TCERG1,TCERG1,-8.266247895,0.003112104,-20.72303584,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=TCERG1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCERG1)
MRPS18A,MRPS18A,-8.225374346,0.003032939,-20.7126142,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=MRPS18A+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPS18A)
DICER1,DICER1,-8.237492434,0.003067125,-20.70302992,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=DICER1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=DICER1)
LAMTOR5,LAMTOR5,-8.551545823,0.003943637,-20.55879714,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=LAMTOR5+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=LAMTOR5)
ATP5L,ATP5L,-8.197834084,0.003121133,-20.54121181,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=ATP5L+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP5L)
TFG,TFG,-8.108176333,0.002928316,-20.54110801,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=TFG+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=TFG)
MED1,MED1,-8.11761912,0.002955625,-20.53230572,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=MED1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=MED1)
CPOX,CPOX,-8.06555117,0.002955619,-20.40061389,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=CPOX+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=CPOX)
RPP40,RPP40,-9.427465809,0.006882721,-20.38444213,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=RPP40+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPP40)
ATP5F1,ATP5F1,-8.115261601,0.003121133,-20.33431095,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=ATP5F1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP5F1)
MATR3,MATR3,-8.018180462,0.002928316,-20.31311409,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=MATR3+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=MATR3)
CTNNBL1,CTNNBL1,-11.74549506,0.018787367,-20.27429939,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=CTNNBL1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTNNBL1)
PGGT1B,PGGT1B,-7.991184242,0.002955625,-20.21250757,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=PGGT1B+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=PGGT1B)
UBAP1,UBAP1,-8.03350264,0.003052527,-20.20699472,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=UBAP1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBAP1)
TGS1,TGS1,-7.974176548,0.002955625,-20.16948915,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=TGS1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=TGS1)
SSBP1,SSBP1,-7.965233738,0.002955619,-20.14687585,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=SSBP1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=SSBP1)
VMP1,VMP1,-8.0641953,0.003193138,-20.12647565,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=VMP1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=VMP1)
GEMIN8,GEMIN8,-7.986260739,0.003032944,-20.11048734,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=GEMIN8+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=GEMIN8)
CCDC84,CCDC84,-10.25729215,0.011108408,-20.04632012,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=CCDC84+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCDC84)
MED7,MED7,-8.574962546,0.004779704,-19.89904953,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=MED7+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=MED7)
MED8,MED8,-9.184934562,0.006882721,-19.8600314,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=MED8+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=MED8)
PPA1,PPA1,-8.017403379,0.00336102,-19.83127935,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=PPA1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPA1)
SRSF7,SRSF7,-7.940754353,0.003193144,-19.81838783,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=SRSF7+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRSF7)
ZWINT,ZWINT,-7.785479273,0.002928316,-19.72359309,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=ZWINT+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZWINT)
RBM14,RBM14,-7.880791002,0.003276102,-19.58094855,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=RBM14+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBM14)
IARS2,IARS2,-10.87376387,0.016357718,-19.42355743,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=IARS2+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=IARS2)
FGFR1OP2,FGFR1OP2,-7.842063965,0.003373998,-19.38444655,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=FGFR1OP2+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=FGFR1OP2)
MED4,MED4,-9.673234195,0.010010166,-19.34219984,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=MED4+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=MED4)
DROSHA,DROSHA,-8.838001326,0.006720154,-19.20162544,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=DROSHA+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=DROSHA)
ZC3H13,ZC3H13,7.653343809,0.003112104,19.18651849,Positive Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=ZC3H13+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZC3H13)
TELO2,TELO2,-11.37574931,0.020710978,-19.1544797,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=TELO2+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=TELO2)
CDC7,CDC7,-7.650488008,0.003193144,-19.09394645,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=CDC7+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDC7)
SLC25A51,SLC25A51,-7.540626099,0.002955619,-19.07289388,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=SLC25A51+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A51)
PRRC2A,PRRC2A,-7.725990476,0.003520321,-18.95508242,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=PRRC2A+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRRC2A)
CENPW,CENPW,-8.508185948,0.005957951,-18.9298888,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=CENPW+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=CENPW)
PRPF18,PRPF18,-7.599786944,0.00336102,-18.79829301,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=PRPF18+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRPF18)
BUB1,BUB1,-7.527985153,0.003193144,-18.78820609,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=BUB1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=BUB1)
CHEK1,CHEK1,-7.414939492,0.002955625,-18.7549825,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=CHEK1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHEK1)
KIAA0947,KIAA0947,-7.824528329,0.004013798,-18.75104746,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=KIAA0947+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIAA0947)
ATP5E,ATP5E,-7.734007058,0.003816435,-18.70347497,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=ATP5E+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP5E)
VPS72,VPS72,-7.490181803,0.003193144,-18.69385719,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=VPS72+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=VPS72)
MED19,MED19,-7.402473962,0.003032944,-18.64043309,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=MED19+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=MED19)
LSM4,LSM4,-7.775948354,0.004013805,-18.63462255,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=LSM4+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=LSM4)
RBM17,RBM17,-8.038885444,0.004899309,-18.56874143,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=RBM17+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBM17)
ELP2,ELP2,-7.40792117,0.003121133,-18.56193675,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=ELP2+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=ELP2)
INO80,INO80,-7.392677801,0.003112104,-18.53304292,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=INO80+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=INO80)
RABGGTB,RABGGTB,-8.387471147,0.006252956,-18.48527024,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=RABGGTB+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=RABGGTB)
STRIP1,STRIP1,-17.62947936,0.089864168,-18.44772419,Negative Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=STRIP1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=STRIP1)
